idx,종목코드,회사명,현재가,발행주식수,자사주,매출_16,매출_17,매출_18,매출_19,매출_20,매출_21,매출_22,매출_23,영이_16,영이_17,영이_18,영이_19,영이_20,영이_21,영이_22,영이_23,당순_16,당순_17,당순_18,당순_19,당순_20,당순_21,당순_22,당순_23,자산_16,자산_17,자산_18,자산_19,자산_20,자산_21,자산_22,자산_23,부채_16,부채_17,부채_18,부채_19,부채_20,부채_21,부채_22,부채_23,자본_16,자본_17,자본_18,자본_19,자본_20,자본_21,자본_22,자본_23,지배_16,지배_17,지배_18,지배_19,지배_20,지배_21,지배_22,지배_23,자본금_16,자본금_17,자본금_18,자본금_19,자본금_20,자본금_21,자본금_22,자본금_23,ROA_16,ROA_17,ROA_18,ROA_19,ROA_20,ROA_21,ROA_22,ROA_23,ROE_16,ROE_17,ROE_18,ROE_19,ROE_20,ROE_21,ROE_22,ROE_23,EPS_16,EPS_17,EPS_18,EPS_19,EPS_20,EPS_21,EPS_22,EPS_23,PER_16,PER_17,PER_18,PER_19,PER_20,PER_21,PER_22,PER_23,PBR_16,PBR_17,PBR_18,PBR_19,PBR_20,PBR_21,PBR_22,PBR_23,발주_16,발주_17,발주_18,발주_19,발주_20,발주_21,발주_22,발주_23
118,28260,삼성물산,"139,500/ -3,000","186,887,081/ 1,627,425","17,009,518","281,027","292,790","311,556","307,615","302,161","327,456","330,634","337,944","1,395","8,813","11,039","8,668","8,571","13,948","14,430","15,655",208,"4,811","17,482","10,479","11,607","19,357","17,889","18,749","444,585","490,489","424,067","459,055","543,317","560,991","573,561","585,101","233,528","238,977","198,577","192,134","213,863","215,852","216,228","213,474","211,057","251,513","225,489","266,921","329,455","345,139","357,333","371,627","183,016","225,568","199,466","240,961","301,980","315,880","326,097","338,414",191,191,191,191,189,189,189,189,0.05,1.03,3.82,2.37,2.32,3.51,3.15,3.24,0.62,3.13,8.06,4.77,3.81,5.63,4.85,4.86,561,"3,344","8,953","5,489","5,468","9,232","8,253","8,565",223.65,37.68,11.78,19.77,25.24,15.11,16.9,16.29,1.19,0.99,0.92,0.8,0.82,0.79,0.77,0.74,"189,690","189,690","189,690","189,690","186,887", , , 
119,112610,씨에스윈드,"79,400/ +400","42,171,403/ 0","69,452","3,112","3,122","5,022","7,994","9,691","12,526","17,458","20,741",-237,354,327,601,976,"1,321","1,825","2,246",-172,390,71,347,336,"1,014","1,388","1,729","3,857","3,879","6,064","7,356","8,807","13,829","15,493","16,497",871,861,"2,879","3,658","4,371","4,684","5,164","4,827","2,986","3,019","3,185","3,698","4,435","9,145","10,329","11,670","2,984","3,017","3,021","3,410","4,131","8,644","9,759","11,219",86,86,86,86,86,159,159,149,-4.43,10.07,1.42,5.17,4.16,8.96,9.47,10.81,-5.54,12.98,1.96,9.92,8.19,15.31,14.58,15.94,-475,"1,071",163,877,849,"2,351","3,181","3,964",N/A,11.61,80.4,20.55,104.34,33.78,24.96,20.03,0.91,1.33,1.37,1.7,7.8,3.87,3.43,2.98,"36,370","36,370","36,370","36,370","36,370", , , 
120,18260,삼성에스디에스,"182,500/ -4,500","77,377,800/ 0","455,454","81,802","92,992","100,342","107,196","110,174","128,870","137,883","146,818","6,271","7,316","8,774","9,901","8,716","9,510","10,473","11,473","5,143","5,418","6,388","7,504","4,529","6,979","7,765","8,548","68,420","72,778","80,138","90,212","91,549","99,096","106,056","113,431","15,509","15,583","18,653","22,961","22,958","25,540","26,981","28,569","52,911","57,194","61,486","67,252","68,591","73,556","79,075","84,862","51,407","55,583","59,825","65,458","66,690","71,300","76,584","82,511",387,387,387,387,387,389,389,389,7.81,7.67,8.35,8.81,4.98,7.32,7.57,7.79,9.54,9.91,10.91,11.76,6.71,9.94,10.33,10.54,"5,995","6,854","8,134","9,518","5,731","8,865","9,869","10,840",23.27,29.18,25.08,20.44,31.15,20.59,18.49,16.84,2.1,2.78,2.64,2.3,2.07,1.98,1.84,1.71,"77,378","77,378","77,378","77,378","77,378", , , 
121,204320,만도,"63,800/ +500","46,957,120/ 0","537,465","58,664","56,847","56,648","59,819","55,635","63,285","68,458","71,911","3,050",835,"1,974","2,186",887,"3,251","3,874","4,221","2,101",183,"1,129","1,182",139,"2,441","2,730","3,004","44,644","44,510","44,373","45,956","49,383","54,030","57,929","61,818","29,493","30,388","29,555","30,100","32,288","34,845","36,207","37,472","15,151","14,123","14,818","15,856","17,096","19,184","21,722","24,346","14,647","13,517","14,158","15,117","16,375","18,211","20,657","23,366",470,470,470,470,470,470,470,470,4.87,0.41,2.54,2.62,0.29,4.72,4.88,5.02,14.32,0.34,7.64,7.55,0.37,13.51,13.4,13,"4,249",102,"2,250","2,354",123,"4,975","5,544","6,092",11.04,605.78,12.87,14.96,476.93,12.83,11.51,10.47,1.5,2.14,0.96,1.09,1.68,1.64,1.45,1.28,"46,957","46,957","46,957","46,957","46,957", , , 
122,200880,서연이화,"7,500/ -150","27,028,437/ 0","1,000","24,029","20,075","18,508","19,768","19,624","21,272","21,930","22,390","1,078",-122,120,219,485,659,750,780,939,304,-81,-483,-408,310,370,410,"18,018","17,648","16,962","18,205","18,038","18,880","19,360","19,820","11,222","10,922","10,296","11,989","11,718","12,290","12,450","12,560","6,796","6,727","6,666","6,216","6,321","6,590","6,910","7,260","6,684","6,669","6,545","6,111","6,029","6,300","6,620","6,970",135,135,135,135,135,140,140,140,5.36,1.7,-0.47,-2.75,-2.25,1.68,1.94,2.09,14.4,5.12,-1,-7.35,-6.8,4.75,5.42,5.59,"3,382","1,263",-245,"-1,721","-1,527","1,084","1,295","1,406",4.14,7.95,N/A,N/A,N/A,6.92,5.79,5.33,0.57,0.41,0.18,0.22,0.33,0.32,0.31,0.29,"27,028","27,028","27,028","27,028","27,028", , , 
123,192400,쿠쿠홀딩스,"132,000/ +500","7,112,437/ 0","360,038","4,838","4,502","4,933","5,283","5,878", , , ,638,647,679,745,"1,023", , , ,801,"4,520",846,794,"1,067", , , ,"7,148","4,896","7,470","8,126","9,251", , , ,"1,475","1,318","1,376","1,389","1,642", , , ,"5,673","3,578","6,095","6,737","7,609", , , ,"5,641","3,578","6,095","6,737","7,609", , , ,49,27,36,36,36, , , ,11.99,75.05,13.68,10.19,12.28, , , ,15.17,96.96,17.49,12.38,14.88, , , ,"8,272","47,436","13,106","11,168","15,003", , , ,12.05,2.69,9.04,9.4,6.66, , , ,1.52,1.67,1.28,1.04,0.88, , , ,"9,803","5,316","7,112","7,112","7,112", , , 
124,133820,화인베스틸,"2,845/ -85","29,550,000/ 0",0,"1,631","1,274","1,451","1,348",986, , , ,42,47,63,-28,-130, , , ,8,11,20,-75,-155, , , ,"2,265","2,157","2,281","2,108","1,778", , , ,"1,248","1,161","1,274","1,187","1,015", , , ,"1,017",996,"1,008",921,763, , , ,"1,017",996,"1,008",921,763, , , ,161,161,161,161,161, , , ,0.34,0.5,0.89,-3.42,-7.99, , , ,0.75,1.09,1.97,-7.77,-18.43, , , ,24,34,66,-254,-525, , , ,113.66,60.12,40.35,N/A,N/A, , , ,0.81,0.62,0.78,0.81,1.07, , , ,"32,100","31,000","29,550","29,550","29,550", , , 
125,27410,BGF,"6,450/ +20","95,716,791/ 0","8,024",861,"1,243","2,206","1,334","1,544","1,855","2,040","2,215",80,110,295,264,146,145,170,225,"1,846","34,979",472,175,179,305,165,200,"19,176","8,581","16,249","16,574","16,582","16,830","16,990","17,140","9,754","1,329","1,091","1,291","1,211","1,315","1,380","1,395","9,422","7,252","15,157","15,283","15,371","15,515","15,610","15,745","9,240","7,082","14,826","15,026","15,105","15,350","15,440","15,560",495,323,954,957,957,960,960,960,10.43,252.03,3.8,1.07,1.08,1.83,0.98,1.17,21.62,428.57,4.41,1.8,1.81,2.56,1.27,1.52,"3,704","74,962",576,281,285,407,204,246,11.38,0.2,14.01,19.91,17.2,15.83,31.66,26.27,2.26,0.69,0.52,0.36,0.31,0.4,0.4,0.4,"49,548","32,264","95,369","95,717","95,717", , , 
126,192820,코스맥스,"122,500/ +1,000","11,349,509/ 0","207,840","7,570","8,840","12,597","13,307","13,829","15,297","16,854","18,205",526,351,523,540,666,"1,082","1,301","1,472",314,155,211,183,-291,575,777,899,"6,659","9,340","10,615","12,044","11,890","13,373","14,532","15,688","4,586","7,056","8,197","8,879","9,171","9,550","9,990","10,297","2,073","2,284","2,418","3,165","2,719","3,822","4,541","5,390","2,109","2,181","2,654","3,435","3,429","4,555","5,369","6,287",50,50,50,50,50,56,56,56,5.69,1.94,2.11,1.62,-2.43,4.55,5.57,5.95,22.53,8.79,13.49,10.45,6.23,18.49,18.11,17.26,"3,759","1,876","3,246","3,167","2,127","6,883","7,919","8,861",31.16,61.13,39.26,24.73,45.85,17.8,15.47,13.82,5.57,5.28,4.82,2.29,2.86,3.05,2.59,2.21,"10,050","10,050","10,050","10,050","10,050", , , 
127,185750,종근당,"132,000/ +500","11,426,099/ 0","670,757","8,320","8,844","9,562","10,793","13,030","13,522", , ,612,778,757,746,"1,239","1,033", , ,409,537,417,530,904,747, , ,"6,417","6,772","7,115","8,014","9,463","9,930", , ,"2,874","2,739","2,806","3,264","3,947","3,850", , ,"3,543","4,033","4,309","4,750","5,516","6,080", , ,"3,543","4,017","4,287","4,735","5,514", , , ,235,235,247,259,272,290, , ,6.72,8.15,6.01,7,10.35,7.7, , ,12.24,14.24,10.21,11.94,17.88,13.6, , ,"3,584","4,709","3,711","4,716","8,020","6,564", , ,24.14,24.35,24.99,19.62,28.24,20.11, , ,2.79,3.26,2.43,2.2,4.6, , , ,"11,426","11,426","11,426","11,426","11,426", , , 
128,6880,신송홀딩스,"5,600/ -90","11,828,858/ 0","39,690","2,069","2,865","1,633","2,630","2,059", , , ,-81,38,-30,-3,52, , , ,-124,-82,-139,-343,28, , , ,"2,467","2,598","2,053","1,999","1,678", , , ,"1,002","1,206",802,"1,092",773, , , ,"1,465","1,392","1,251",906,906, , , ,"1,465","1,391","1,244",900,899, , , ,59,59,59,59,59, , , ,-5.23,-3.25,-5.98,-16.95,1.51, , , ,-8.09,-5.77,-10.55,-32.05,3.04, , , ,"-1,048",-697,"-1,176","-2,905",231, , , ,N/A,N/A,N/A,N/A,17.68, , , ,0.53,0.49,0.42,0.52,0.53, , , ,"11,829","11,829","11,829","11,829","11,829", , , 
129,183190,아세아시멘트,"123,500/ +500","3,895,809/ 0","1,327","4,557","4,612","8,438","8,368","7,875","8,125","8,977","9,323",570,532,792,812,753,995,"1,322","1,439",426,554,172,287,251,475,723,845,"8,505","9,064","19,287","19,308","19,014","20,588","21,222","21,870","1,857","2,091","11,428","11,250","10,778","11,950","11,910","11,765","6,648","6,973","7,859","8,058","8,236","8,638","9,312","10,105","6,602","6,925","7,792","7,980","8,144","8,536","9,185","9,949",165,165,195,195,195,193,193,193,5.13,6.3,1.21,1.49,1.31,2.4,3.46,3.92,6.44,8.16,2.08,3.51,2.94,5.53,7.91,8.51,"12,539","16,742","4,002","7,108","6,093","11,833","17,981","20,894",5.7,6.57,25.86,10.69,11.9,10.44,6.87,5.91,0.36,0.52,0.52,0.37,0.35,0.56,0.52,0.48,"3,296","3,296","3,896","3,896","3,896", , , 
130,64350,현대로템,"25,600/ -1,150","109,142,293/ 0","6,120","29,848","27,257","24,119","24,593","27,853","28,290","30,364","31,118","1,062",454,"-1,962","-2,799",821,"1,004","1,276","1,343",231,-463,"-3,080","-3,557",224,434,667,747,"44,732","40,839","40,021","40,843","41,974","43,880","45,863","46,747","30,060","26,656","28,942","32,014","28,512","29,900","31,143","31,270","14,672","14,183","11,080","8,829","13,462","13,980","14,719","15,475","13,920","13,440","10,440","8,240","13,635","14,175","14,907","15,749","4,250","4,250","4,250","4,250","5,457","5,459","5,459","5,459",0.49,-1.08,-7.62,-8.8,0.54,1.01,1.49,1.61,1.59,-3.46,-25.2,-37.93,2.84,3.6,4.91,5.1,257,-557,"-3,539","-4,168",284,459,654,716,70.66,N/A,N/A,N/A,60.51,55.81,39.16,35.78,1.11,1.19,2.27,1.61,1.38,1.97,1.87,1.77,"85,000","85,000","85,000","85,000","109,142", , , 
131,180640,한진칼,"66,900/ +700","66,738,765/ 536,766","11,361,000","9,910","11,497","13,049","12,035","4,088","3,672","9,217","11,549",990,"1,153","1,088",-39,"-2,211","-2,256",-236,522,"-4,229","2,294",-128,"-2,606","-3,415","-2,167",-476,113,"20,620","27,758","28,501","26,937","34,886","34,535","34,390","34,665","9,555","10,623","11,261","12,730","18,243","19,989","20,474","20,812","11,065","17,135","17,239","14,207","16,643","14,546","13,916","13,853","10,052","15,252","15,220","12,468","15,140", , , ,"1,493","1,493","1,493","1,493","1,670","1,670","1,670","1,670",-19.33,9.48,-0.45,-9.4,-11.05,-6.24,-1.38,0.33,-36.81,17.56,-2.36,-17.65,-19.55,-12.04, , ,"-7,599","3,722",-602,"-4,093","-4,477","-2,718",-679,161,N/A,4.92,N/A,N/A,N/A,N/A,N/A,416.74,0.91,0.72,1.17,1.92,2.78, , , ,"59,170","59,170","59,170","59,170","66,263", , , 
132,181710,엔에이치엔,"76,100/ -1,100","19,565,025/ 0","1,316,171","8,564","9,091","12,646","14,886","16,752","19,237","21,624","23,807",264,347,686,867,"1,022","1,212","1,575","1,967",71,87,"1,047",232,280,894,"1,154","1,450","18,382","21,176","24,947","25,003","25,509","27,145","29,038","31,435","3,277","4,597","6,746","6,716","7,068","7,682","8,412","9,310","15,104","16,579","18,200","18,287","18,442","19,462","20,626","22,123","14,628","15,066","15,823","15,788","15,969","16,915","17,966","19,329",98,98,98,98,98,99,99,99,0.39,0.44,4.54,0.93,1.11,3.4,4.11,4.8,0.87,1.12,5.79,0.78,1.35,4.86,6.03,7.13,639,849,"4,567",631,"1,096","4,088","5,373","6,798",78.66,80.61,12.55,105.91,68.06,18.62,14.16,11.19,0.66,0.87,0.69,0.8,0.88,0.85,0.8,0.74,"19,565","19,565","19,565","19,565","19,565", , , 
133,175330,JB금융지주,"7,680/ +0","196,982,894/ 0","18,171,574","16,260","17,741","19,265","18,925","18,135","18,402","19,488","20,450","2,527","3,480","4,168","4,849","4,695","6,295","6,600","6,923","2,019","2,644","3,210","3,621","3,908","4,808","4,926","5,164","457,989","475,937","467,798","475,296","533,755","551,181","578,016","605,893","428,351","445,073","433,215","437,098","493,466","507,598","530,820","554,861","29,638","30,864","34,583","38,198","40,289","43,587","47,198","51,029","22,792","24,295","31,317","34,699","37,563","40,856","44,304","47,960","7,772","7,772","9,849","9,849","9,849","9,850","9,850","9,850",0.47,0.57,0.68,0.77,0.77,0.89,0.87,0.87,6.46,7.86,8.69,10.36,10.06,11.61,11,10.64,918,"1,191","1,464","1,736","1,845","2,311","2,377","2,492",6.3,5.1,3.89,3.16,3.06,3.32,3.23,3.08,0.39,0.39,0.36,0.31,0.29,0.37,0.34,0.31,"155,439","155,439","196,983","196,983","196,983", , , 
134,172580,하이골드12호,"2,570/ +5","13,044,500/ 0",0,98,82,81,105,74, , , ,17,8,-2,31,2, , , ,51,-171,24,53,-13, , , ,568,386,369,364,343, , , ,53,24,46,70,44, , , ,515,362,323,293,299, , , ,515,362,323,293,299, , , ,652,652,652,652,652, , , ,8.68,-35.92,6.29,14.45,-3.7, , , ,9.39,-39.06,6.93,17.18,-4.41, , , ,387,"-1,313",182,406,-100, , , ,6.26,N/A,15.27,6.92,N/A, , , ,0.61,0.84,1.12,1.25,0.87, , , ,"13,045","13,045","13,045","13,045","13,045", , , 
135,155660,DSR,"6,380/ -20","16,000,000/ 0",0,"2,011","2,264","2,360","2,363","2,310","2,888", , ,134,139,99,107,121,246, , ,107,110,80,88,90,196, , ,"1,957","2,283","2,250","2,404","2,529", , , ,622,874,776,851,900, , , ,"1,335","1,409","1,475","1,553","1,630", , , ,"1,320","1,395","1,460","1,538","1,614", , , ,80,80,80,80,80, , , ,5.76,5.2,3.54,3.77,3.64,7.75, , ,8.5,8.15,5.54,5.83,5.67, , , ,672,692,494,546,558, , , ,13.85,7.47,8.07,8.4,11.2, , , ,1.13,0.59,0.44,0.48,0.62, , , ,"16,000","16,000","16,000","16,000","16,000", , , 
136,168490,한국패러랠,"2,025/ +0","80,020,000/ 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,170900,동아에스티,"82,200/ -400","8,443,868/ 0","422,840","5,605","5,550","5,674","6,123","5,867","5,924","6,272","6,530",148,239,394,566,340,342,437,458,106,-54,80,709,271,239,316,336,"10,666","8,997","9,487","10,088","9,807","9,305","9,555","9,810","4,774","3,185","3,693","3,629","3,386","3,413","3,430","3,437","5,892","5,812","5,794","6,459","6,421","5,892","6,126","6,374","5,892","5,812","5,794","6,459","6,421","5,892","6,126","6,374",422,422,422,422,422,421,421,421,1,-0.55,0.87,7.25,2.72,2.5,3.35,3.47,1.86,-0.92,1.38,11.58,4.21,3.84,5.26,5.37,"1,267",-639,948,"8,398","3,210","2,801","3,742","3,973",83.27,N/A,110.18,14.17,27.6,29.35,21.96,20.69,1.51,1.45,1.52,1.55,1.16,1.18,1.13,1.09,"8,444","8,444","8,444","8,444","8,444", , , 
138,13870,지엠비코리아,"6,660/ -110","19,072,280/ 0",0,"4,951","4,668","4,572","4,775","4,458", , , ,243,135,41,85,-97, , , ,195,118,-7,18,-80, , , ,"4,663","4,689","4,752","4,869","4,885", , , ,"2,374","2,305","2,441","2,532","2,604", , , ,"2,290","2,383","2,311","2,337","2,281", , , ,"2,218","2,291","2,227","2,262","2,203", , , ,95,95,95,95,95, , , ,4.22,2.53,-0.15,0.37,-1.63, , , ,8.73,5.08,0.06,1.22,-3.69, , , ,983,601,7,143,-432, , , ,5.04,13.86,"1,213.79",34.27,N/A, , , ,0.43,0.69,0.71,0.41,0.69, , , ,"19,072","19,072","19,072","19,072","19,072", , , 
139,37560,LG헬로비전,"8,280/ +120","77,446,865/ 0","568,324","11,006","11,199","11,780","11,122","10,579","10,482","10,566","13,473",429,729,672,292,342,449,492,497,215,289,391,-942,"-3,128",295,332,349,"18,402","18,682","19,370","17,907","14,727","15,057","15,093","15,537","8,735","8,810","8,843","8,394","8,416","8,508","8,273","8,477","9,667","9,871","10,527","9,513","6,311","6,548","6,820","7,060","9,667","9,871","10,527","9,513","6,311","6,548","6,820","7,060","1,936","1,936","1,936","1,936","1,936","1,938","1,938","1,939",1.12,1.56,2.06,-5.06,-19.17,1.98,2.2,2.28,2.24,2.96,3.83,-9.4,-39.53,4.57,4.96,5.03,278,373,505,"-1,217","-4,039",380,428,451,33.73,19.04,18.14,N/A,N/A,21.81,19.33,18.37,0.75,0.56,0.67,0.49,0.48,0.98,0.94,0.91,"77,447","77,447","77,447","77,447","77,447", , , 
140,163560,동일고무벨트,"9,730/ -80","13,900,000/ 0",0,"2,344","2,598","2,630","2,619","2,432", , , ,217,67,121,144,148, , , ,179,11,103,83,73, , , ,"2,769","2,716","2,848","2,814","2,758", , , ,991,947,978,879,759, , , ,"1,778","1,768","1,871","1,935","1,999", , , ,"1,778","1,768","1,871","1,935","1,999", , , ,61,63,65,67,68, , , ,6.81,0.4,3.7,2.92,2.61, , , ,10.58,0.62,5.65,4.35,3.7, , , ,"1,287",79,740,595,524, , , ,8.58,98.66,8.22,9.09,18.83, , , ,0.86,0.61,0.45,0.39,0.69, , , ,"13,900","13,900","13,900","13,900","13,900", , , 
141,161890,한국콜마,"51,300/ -1,800","22,881,180/ 0","2,003,847","6,675","8,216","13,579","13,789","13,221","16,184","17,738","19,477",734,670,900,998,"1,217","1,278","1,538","1,755",532,486,368,336,"1,606",708,897,"1,102","4,929","6,685","21,864","24,003","24,896","25,697","26,669","27,918","2,052","3,359","13,766","15,524","14,904","15,052","15,177","15,333","2,877","3,326","8,098","8,479","9,992","10,645","11,492","12,585","2,699","3,051","4,384","4,714","6,237","6,786","7,531","8,407",106,106,112,114,114,112,112,112,12.7,8.37,2.58,1.47,6.57,2.8,3.43,4.04,21.64,16.44,11.38,6.39,29.27,9.37,11.11,12.1,"2,516","2,240","1,954","1,285","7,004","2,666","3,476","4,216",26.16,36.61,36.08,36.78,7.27,19.24,14.76,12.17,5.14,5.67,3.59,2.29,1.87,1.73,1.56,1.4,"21,100","21,104","22,347","22,881","22,881", , , 
142,161390,한국타이어앤테크놀로지,"48,500/ +250","123,875,069/ 0","1,863,928","66,218","68,129","67,951","68,833","64,531","72,181","76,068","78,620","11,032","7,934","7,027","5,440","6,283","7,928","8,407","8,857","8,791","6,065","5,304","4,296","3,852","6,416","6,612","7,010","96,220","95,188","97,964","101,646","106,585","114,014","120,125","127,614","36,605","31,453","30,061","29,774","32,464","34,345","34,778","36,034","59,615","63,735","67,903","71,872","74,121","79,669","85,347","91,580","59,494","63,587","67,655","71,568","73,775","79,254","84,890","91,085",619,619,619,619,619,620,620,620,9.2,6.34,5.49,4.3,3.7,5.82,5.65,5.66,15.75,9.73,7.96,6.03,5.12,8.27,8.01,7.94,"7,046","4,836","4,216","3,387","3,006","5,106","5,309","5,642",8.23,11.29,9.52,9.91,13.11,9.5,9.14,8.6,1.21,1.06,0.74,0.58,0.66,0.75,0.7,0.66,"123,875","123,875","123,875","123,875","123,875", , , 
143,161000,애경유화,"12,900/ -250","32,040,000/ 0","475,850","8,677","9,598","10,314","10,170","9,089", , , ,750,751,520,469,575, , , ,534,647,527,304,443, , , ,"4,084","4,578","4,985","4,928","5,321", , , ,"1,553","1,572","1,565","1,328","1,409", , , ,"2,531","3,007","3,419","3,600","3,912", , , ,"2,565","3,042","3,450","3,632","3,945", , , ,160,160,160,160,160, , , ,14.4,14.95,11.03,6.13,8.65, , , ,23.11,23.22,16.36,8.62,11.72, , , ,"1,678","2,032","1,657",952,"1,386", , , ,7.51,8.64,4.77,8.61,6.45, , , ,1.57,1.82,0.72,0.71,0.72, , , ,"32,040","32,040","32,040","32,040","32,040", , , 
144,68400,SK렌터카,"13,200/ +0","47,285,840/ 0","3,345,196","6,476","6,368","6,525","6,409","8,635","10,088","11,384","12,800",327,380,218,415,708,876,"1,010","1,165",68,94,33,163,182,339,449,564,"11,576","12,122","11,732","16,452","22,271","23,764","24,304","25,345","9,233","9,702","9,262","13,004","17,641","18,792","18,886","19,363","2,344","2,419","2,470","3,447","4,631","4,972","5,418","5,982","2,334","2,413","2,469","3,447","4,631","4,976","5,430","6,012",111,111,111,179,236,238,238,238,0.62,0.79,0.28,1.16,0.94,1.47,1.87,2.27,3.48,4.1,1.55,5.51,4.5,6.94,8.36,9.7,360,440,171,736,470,705,920,"1,174",23.18,22.54,71.86,16.03,19.27,18.72,14.36,11.25,0.79,0.91,1.1,0.74,0.88,1.2,1.1,1,"22,146","22,146","22,146","22,146","47,286", , , 
145,155900,바다로19호,"2,765/ +10","15,200,004/ 0",0,100,62,60,64,77, , , ,35,26,22,23,32, , , ,189,-45,74,54,-27, , , ,525,474,478,461,400, , , ,16,25,20,15,15, , , ,509,449,459,446,386, , , ,509,449,459,446,386, , , ,760,760,760,760,760, , , ,39.95,-9.1,15.53,11.6,-6.29, , , ,42.48,-9.49,16.31,12.05,-6.51, , , ,"1,247",-299,487,358,-178, , , ,2.36,N/A,5.95,8.13,N/A, , , ,0.88,0.98,0.96,0.99,0.93, , , ,"15,200","15,200","15,200","15,200","15,200", , , 
146,14710,사조씨푸드,"6,240/ -90","17,218,543/ 0",0,"3,234","3,782","3,971","3,489","2,145", , , ,155,158,172,97,108, , , ,76,194,126,-56,78, , , ,"3,229","3,594","3,803","3,481","3,116", , , ,"1,394","1,498","1,606","1,438","1,008", , , ,"1,835","2,095","2,197","2,043","2,108", , , ,"1,835","2,095","2,197","2,043","2,108", , , ,172,172,172,172,172, , , ,2.61,5.68,3.41,-1.55,2.38, , , ,4.17,9.85,5.88,-2.66,3.78, , , ,439,"1,124",733,-328,455, , , ,16.68,5.5,8.65,N/A,13.22, , , ,0.69,0.51,0.5,0.45,0.49, , , ,"17,219","17,219","17,219","17,219","17,219", , , 
147,153360,하이골드3호,"1,950/ +5","16,149,790/ 0",0,113,88,69,89,75, , , ,28,0,5,21,12, , , ,-138,-95,40,9,-70, , , ,484,375,374,333,280, , , ,76,16,50,82,65, , , ,408,359,324,251,215, , , ,408,359,324,251,215, , , ,807,807,807,807,807, , , ,-23.41,-22.12,10.59,2.57,-22.97, , , ,-26.35,-24.77,11.61,3.16,-30.21, , , ,-854,-588,246,56,-436, , , ,N/A,N/A,7.51,31.93,N/A, , , ,0.8,0.77,0.92,1.15,0.93, , , ,"16,150","16,150","16,150","16,150","16,150", , , 
148,144620,코오롱머티리얼,"3,075/ +0","68,658,635/ 0",0,"3,389","3,545",955,993,681, , , ,-25,-448,-107,-67,-140, , , ,25,-572,-729,-448,-137, , , ,"2,882","2,551","2,067","1,250","1,080", , , ,"1,027","1,262","1,545",544,506, , , ,"1,855","1,289",522,706,574, , , ,"1,855","1,289",522,706,574, , , ,450,450,450,687,687, , , ,0.83,-21.05,-31.56,-27.01,-11.75, , , ,1.33,-36.36,-80.46,-72.97,-21.4, , , ,55,"-1,270","-1,619",-722,-199, , , ,37.69,N/A,N/A,N/A,N/A, , , ,0.5,1.08,2.59,1.6,4, , , ,"45,000","45,000","45,000","68,659","68,659", , , 
149,152550,한국ANKOR유전,"1,565/ -5","70,020,000/ 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,79980,휴비스,"11,200/ -100","34,500,000/ 0","1,589,680","11,435","11,983","12,625","10,293","9,203", , , ,151,266,344,49,399, , , ,91,232,190,-3,826, , , ,"9,141","9,003","9,581","8,772","8,729", , , ,"5,163","4,930","5,500","4,810","3,971", , , ,"3,978","4,073","4,081","3,961","4,758", , , ,"3,925","4,016","4,052","3,935","4,712", , , ,"1,725","1,725","1,725","1,725","1,725", , , ,1.02,2.55,2.04,-0.03,9.44, , , ,2.24,5.64,4.58,-0.07,19.01, , , ,255,649,536,-8,"2,382", , , ,32.22,15.56,14.02,N/A,3.46, , , ,0.69,0.83,0.61,0.51,0.58, , , ,"34,500","34,500","34,500","34,500","34,500", , , 
